facilityId,facilityname,ownership,facilityTypeId,scheme,areaAcres,latitude,longitude,address,statusId,remarks,operatingHoursFrom,operatingHoursTo,sun,mon,tue,wed,thu,fri,sat,additionalDetails,createdBy,createdOn,updatedBy,updatedOn,deletedBy,deletedOn,createdAt,updatedAt,helpNumber,about,facility_type
102,"Ekamra Kanan Botanical Garden","Forest Department",1,"Forest Department",191.988,20.3005,85.8019,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
103,"RBI Staff Quarter Park"," ",1," ",1.998,20.2778,85.7933,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
104,"Prachi Enclave Phase - II Park, Chandrasekharpur","BMC - List provided by GA",1,"BMC - List provided by GA",0.505,20.3238,85.8162,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
105,"BRIT Colony Park - 3, Nayapalli",BMC,1,BDA,0.164,20.2826,85.8133,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
106,"Gyana Pattanaik Park",BMC,1,BMC,0.151,20.2646,85.8224,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
107,"Saraswati Sishu Mandir, Dharma Vihar",,2,,0.877,20.2636,85.7937,Jagamara,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
108,"Mahatma Gandhi Park",BDA,1,BDA,5.753,20.3061,85.8224,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
109,"Acharya Harihar Park, Acharya Vihar","BMC - List provided by GA",1,"BMC - List provided by GA",0.407,20.2955,85.8295,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
110,"GA Colony Park",BMC,1,BMC,2.493,20.3126,85.7801,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
111,"OUAT Ground, Siripur",,2,,4.912,20.2647,85.8125,"Paika Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
112,"Palaspalli BDA Park I",BDA,1,BDA,1.1,20.2463,85.8252,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
113,"HIG Phase 7 Bayojyestha Park"," ",1," ",1.006,20.3374,85.8127,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
114,"RBI Colony Primary School",,2,,0.024,20.2779,85.8269,"Madhusudan Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
115,"Baramunda Cenus Colony Park - South",BMC,1,BMC,0.501,20.278,85.7941,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
116,"Rangamatia Children Park","BMC - List provided by GA",1,"BMC - List provided by GA",1.123,20.3271,85.8399,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
117,"Sri Aurobinda +2 Science College Ground",,2,,3.863,20.2663,85.7908,Aiginia,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
118,"Subhadra Mahtab Girls High School",,2,,0.15,20.2375,85.8324,"Old Bhubaneswar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
119,Shikharchandi,"Forest Department",1,"Forest Department",101.775,20.3551,85.8043,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
120,"Panda Park"," ",1," ",0.15,20.3266,85.8003,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
121,"Saraswati Sishu Vidya Mandir",,2,,1.713,20.2945,85.873,Govindprasad,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
122,"Tapoban High School Field (I)",,2,,3.197,20.2676,85.7872,Aiginia,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
123,"Chandrasekharpur EWS Park","BMC - List provided by GA",1,"BMC - List provided by GA",0.244,20.3194,85.8158,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
124,"Disabled Friendly Park",BDA,1,"Smart City",0.431,20.2874,85.8531,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
125,"Khandagiri Field KC Ground",,2,,5.001,20.2577,85.792,Jagamara,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
126,"Palasuni High School, Rasulgarh",,2,,0.144,20.2944,85.8578,"Gada Gopinath Prasad",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
127,"Saheed Nagar Park"," ",1," ",0.42,20.2945,85.8466,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
128,"Saraswati Sishu Vidya Mandir, Bharatpur",,2,,0.056,20.2967,85.7798,Baramunda,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
129,"Palaspalli BDA Park II",BDA,1,BDA,0.767,20.2456,85.8265,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
130,"BDA Kalinga Nagar Park, K-5, Plot No - 498","BMC - List provided by GA",1,"BMC - List provided by GA",0.508,20.2501,85.7558,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
131,"Santosh Vihar Park - Laxmisagar","BMC - List provided by GA",1,"BMC - List provided by GA",0.716,20.2654,85.8616,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
132,"Reserve Police Ground",,2,,4.042,20.2929,85.8276,"Madhusudan Nagar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
133,Ekamravana,"Forest Department",1,"Forest Department",1.748,20.2434,85.8345,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
134," BDA Park Brit Colony"," ",1," ",0.274,20.2503,85.8519,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
135,"Stage V Colony Park, Jharpada",BMC,1,BMC,0.181,20.2773,85.8582,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
136,"Khuntia Field",,2,,0.142,20.2323,85.8305,"Old Bhubaneswar",1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
137,"Brahmeswar Patana Park",BMC,1,AMRUT,0.595,20.2407,85.8514,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
138,"Mulapadia Local Park",BMC,1,AMRUT,3.808,20.2389,85.8295,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
139,"Police Colony BMC Children's Park, Nayapalli","BMC - List provided by GA",1,"BMC - List provided by GA",0.397,20.2908,85.8125,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
140,"Kotla Playground",,2,,0.877,20.2741,85.7698,Baramunda,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
141,"Tapoban High School, Khandagiri",,2,,0.533,20.2684,85.7876,Aiginia,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
142," Children's Park"," ",1," ",1.346,20.2433,85.7535,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
143,"Sri Aurobindo Integral Education, Jharpada",,2,,0.22,20.2752,85.8595,Jharpada,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
144,"Housing Board Colony Park - Lewis Road","BMC - List provided by GA",1,"BMC - List provided by GA",0.244,20.2483,85.8398,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
145,"Indira Gandhi Park",BDA,1,"10 Park Improvement",14.516,20.2698,85.8328,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
146," Niladri Vihar Sector 2 Park"," ",1," ",0.99,20.3284,85.8106,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
147,"SSVM Playground Ghatikia",,2,,0.525,20.2734,85.7695,Baramunda,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Playgrounds
148,"GGP Colony Park",BMC,1,AMRUT,0.38,20.2942,85.8666,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
149,"Badagada Village Park",BMC,1,BMC,0.187,20.2512,85.8536,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
150," Neeladri Central Park"," ",1," ",0.759,20.329,85.8065,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
151,"Paribesh Unayan Parisad Park",BMC,1,BMC,0.496,20.2792,85.7963,,1,NA,06:30AM,06:30PM,1,1,1,1,1,1,1,NA,0,"2024-05-07 12:00:23",0,"2024-05-07 12:00:23",NULL,NULL,"2024-05-07 11:47:53","2024-05-07 11:47:53",8098098090,"This is the best place to hang out",Parks
